order_line_id,order_id,order_date,customer_id,customer_name,city,product_id,product_name,category,quantity,unit_price,revenue
1078-1,1078,2024-04-07,43,Emma Lopez,Dallas,106,Cold Brew,coffee,1,4.75,4.75
1079-1,1079,2024-03-31,14,Sofia Lopez,Dallas,115,Chocolate Chip Cookie,pastry,1,2.5,2.5
1080-1,1080,2024-05-25,18,Amelia Lopez,Houston,102,Americano,coffee,1,3.25,3.25
1080-2,1080,2024-05-25,18,Amelia Lopez,Houston,107,Green Tea,tea,1,3.5,3.5
1080-3,1080,2024-05-25,18,Amelia Lopez,Houston,113,Bagel,pastry,1,2.75,2.75
1081-1,1081,2024-06-14,31,Jackson Johnson,Dallas,101,Espresso,coffee,1,3.0,3.0
1082-1,1082,2024-04-13,15,Emily Patel,Dallas,110,Matcha Latte,tea,1,4.95,4.95
1083-1,1083,2024-05-15,36,Elizabeth Davis,Houston,109,Chai Latte,tea,1,4.25,4.25
1083-2,1083,2024-05-15,36,Elizabeth Davis,Houston,112,Blueberry Muffin,pastry,1,3.0,3.0
1083-3,1083,2024-05-15,36,Elizabeth Davis,Houston,105,Mocha,coffee,1,4.75,4.75
1084-1,1084,2024-02-19,8,Emily Jones,Houston,113,Bagel,pastry,1,2.75,2.75
1084-2,1084,2024-02-19,8,Emily Jones,Houston,104,Cappuccino,coffee,1,4.25,4.25
1085-1,1085,2024-03-11,31,Jackson Johnson,Dallas,109,Chai Latte,tea,1,4.25,4.25
1085-2,1085,2024-03-11,31,Jackson Johnson,Dallas,102,Americano,coffee,2,3.25,6.5
1085-3,1085,2024-03-11,31,Jackson Johnson,Dallas,105,Mocha,coffee,1,4.75,4.75
1086-1,1086,2024-03-23,12,Logan Chen,Austin,105,Mocha,coffee,1,4.75,4.75
1087-1,1087,2024-05-25,4,Liam Martinez,Dallas,111,Croissant,pastry,2,3.25,6.5
1087-2,1087,2024-05-25,4,Liam Martinez,Dallas,108,Earl Grey,tea,1,3.5,3.5
1087-3,1087,2024-05-25,4,Liam Martinez,Dallas,101,Espresso,coffee,1,3.0,3.0
1088-1,1088,2024-05-02,31,Jackson Johnson,Dallas,101,Espresso,coffee,1,3.0,3.0
1089-1,1089,2024-01-30,31,Jackson Johnson,Dallas,102,Americano,coffee,1,3.25,3.25
1090-1,1090,2024-01-14,44,Liam Wilson,Austin,105,Mocha,coffee,1,4.75,4.75
1090-2,1090,2024-01-14,44,Liam Wilson,Austin,104,Cappuccino,coffee,1,4.25,4.25
1091-1,1091,2024-04-16,49,Amelia Williams,Dallas,104,Cappuccino,coffee,1,4.25,4.25
1091-2,1091,2024-04-16,49,Amelia Williams,Dallas,107,Green Tea,tea,1,3.5,3.5
1092-1,1092,2024-03-17,29,Ella Smith,Dallas,105,Mocha,coffee,1,4.75,4.75
1092-2,1092,2024-03-17,29,Ella Smith,Dallas,101,Espresso,coffee,1,3.0,3.0
1092-3,1092,2024-03-17,29,Ella Smith,Dallas,112,Blueberry Muffin,pastry,1,3.0,3.0
1093-1,1093,2024-02-23,49,Amelia Williams,Dallas,102,Americano,coffee,1,3.25,3.25
1094-1,1094,2024-05-25,12,Logan Chen,Austin,108,Earl Grey,tea,1,3.5,3.5
1095-1,1095,2024-03-16,31,Jackson Johnson,Dallas,105,Mocha,coffee,1,4.75,4.75
1096-1,1096,2024-01-19,30,Olivia Rivera,Austin,113,Bagel,pastry,1,2.75,2.75
1096-2,1096,2024-01-19,30,Olivia Rivera,Austin,110,Matcha Latte,tea,1,4.95,4.95
1096-3,1096,2024-01-19,30,Olivia Rivera,Austin,115,Chocolate Chip Cookie,pastry,1,2.5,2.5
1097-1,1097,2024-05-19,8,Emily Jones,Houston,105,Mocha,coffee,2,4.75,9.5
1098-1,1098,2024-01-20,5,James Martinez,Dallas,112,Blueberry Muffin,pastry,2,3.0,6.0
1099-1,1099,2024-04-27,19,Lucas Garcia,Houston,112,Blueberry Muffin,pastry,1,3.0,3.0
1099-2,1099,2024-04-27,19,Lucas Garcia,Houston,105,Mocha,coffee,1,4.75,4.75
1100-1,1100,2024-04-27,32,Logan Jones,Austin,107,Green Tea,tea,1,3.5,3.5
1101-1,1101,2024-03-09,39,Harper Johnson,Houston,111,Croissant,pastry,2,3.25,6.5
1102-1,1102,2024-05-30,37,Henry Lee,Austin,111,Croissant,pastry,2,3.25,6.5
1102-2,1102,2024-05-30,37,Henry Lee,Austin,110,Matcha Latte,tea,1,4.95,4.95
1102-3,1102,2024-05-30,37,Henry Lee,Austin,113,Bagel,pastry,1,2.75,2.75
1103-1,1103,2024-06-15,34,Harper Nguyen,Austin,110,Matcha Latte,tea,1,4.95,4.95
1104-1,1104,2024-01-24,32,Logan Jones,Austin,106,Cold Brew,coffee,1,4.75,4.75
1105-1,1105,2024-03-25,11,Jackson Lopez,Houston,111,Croissant,pastry,2,3.25,6.5
1106-1,1106,2024-05-25,49,Amelia Williams,Dallas,105,Mocha,coffee,1,4.75,4.75
1107-1,1107,2024-04-13,50,James Patel,Austin,101,Espresso,coffee,1,3.0,3.0
1107-2,1107,2024-04-13,50,James Patel,Austin,109,Chai Latte,tea,1,4.25,4.25
1108-1,1108,2024-02-18,4,Liam Martinez,Dallas,108,Earl Grey,tea,1,3.5,3.5
1108-2,1108,2024-02-18,4,Liam Martinez,Dallas,113,Bagel,pastry,1,2.75,2.75
1109-1,1109,2024-05-25,18,Amelia Lopez,Houston,115,Chocolate Chip Cookie,pastry,1,2.5,2.5
1110-1,1110,2024-01-08,8,Emily Jones,Houston,104,Cappuccino,coffee,1,4.25,4.25
1110-2,1110,2024-01-08,8,Emily Jones,Houston,105,Mocha,coffee,1,4.75,4.75
1111-1,1111,2024-04-14,36,Elizabeth Davis,Houston,115,Chocolate Chip Cookie,pastry,1,2.5,2.5
1111-2,1111,2024-04-14,36,Elizabeth Davis,Houston,102,Americano,coffee,1,3.25,3.25
1111-3,1111,2024-04-14,36,Elizabeth Davis,Houston,103,Latte,coffee,1,4.5,4.5
1112-1,1112,2024-03-15,46,Olivia Rivera,Dallas,114,Cinnamon Roll,pastry,1,3.75,3.75
1113-1,1113,2024-03-03,31,Jackson Johnson,Dallas,104,Cappuccino,coffee,2,4.25,8.5
1114-1,1114,2024-02-04,33,Charlotte Smith,San Antonio,113,Bagel,pastry,2,2.75,5.5
1115-1,1115,2024-05-11,22,Charlotte Nguyen,Dallas,112,Blueberry Muffin,pastry,1,3.0,3.0
1116-1,1116,2024-05-28,38,Jacob Nguyen,Dallas,103,Latte,coffee,1,4.5,4.5
1117-1,1117,2024-03-29,31,Jackson Johnson,Dallas,107,Green Tea,tea,1,3.5,3.5
1117-2,1117,2024-03-29,31,Jackson Johnson,Dallas,106,Cold Brew,coffee,2,4.75,9.5
1118-1,1118,2024-03-02,45,Noah Rivera,Dallas,113,Bagel,pastry,1,2.75,2.75
1119-1,1119,2024-05-01,21,Daniel Wilson,San Antonio,107,Green Tea,tea,3,3.5,10.5
1119-2,1119,2024-05-01,21,Daniel Wilson,San Antonio,113,Bagel,pastry,2,2.75,5.5
1120-1,1120,2024-05-06,10,Noah Smith,Houston,110,Matcha Latte,tea,1,4.95,4.95
1121-1,1121,2024-04-27,7,Evelyn Nguyen,Dallas,101,Espresso,coffee,1,3.0,3.0
1121-2,1121,2024-04-27,7,Evelyn Nguyen,Dallas,107,Green Tea,tea,2,3.5,7.0
1121-3,1121,2024-04-27,7,Evelyn Nguyen,Dallas,103,Latte,coffee,1,4.5,4.5
1122-1,1122,2024-03-27,17,Jackson Johnson,Houston,102,Americano,coffee,2,3.25,6.5
1123-1,1123,2024-05-16,44,Liam Wilson,Austin,112,Blueberry Muffin,pastry,2,3.0,6.0
1124-1,1124,2024-05-18,32,Logan Jones,Austin,111,Croissant,pastry,1,3.25,3.25
1125-1,1125,2024-02-28,19,Lucas Garcia,Houston,102,Americano,coffee,1,3.25,3.25
1126-1,1126,2024-01-26,46,Olivia Rivera,Dallas,115,Chocolate Chip Cookie,pastry,1,2.5,2.5
1126-2,1126,2024-01-26,46,Olivia Rivera,Dallas,106,Cold Brew,coffee,1,4.75,4.75
1127-1,1127,2024-04-01,19,Lucas Garcia,Houston,109,Chai Latte,tea,1,4.25,4.25
1128-1,1128,2024-02-17,44,Liam Wilson,Austin,114,Cinnamon Roll,pastry,1,3.75,3.75
1129-1,1129,2024-03-02,44,Liam Wilson,Austin,104,Cappuccino,coffee,1,4.25,4.25
1130-1,1130,2024-04-27,17,Jackson Johnson,Houston,113,Bagel,pastry,1,2.75,2.75
1131-1,1131,2024-06-22,19,Lucas Garcia,Houston,106,Cold Brew,coffee,3,4.75,14.25
1132-1,1132,2024-06-12,20,Emily Patel,Dallas,108,Earl Grey,tea,2,3.5,7.0
1132-2,1132,2024-06-12,20,Emily Patel,Dallas,104,Cappuccino,coffee,3,4.25,12.75
1133-1,1133,2024-01-28,31,Jackson Johnson,Dallas,110,Matcha Latte,tea,1,4.95,4.95
1134-1,1134,2024-03-16,45,Noah Rivera,Dallas,107,Green Tea,tea,1,3.5,3.5
1134-2,1134,2024-03-16,45,Noah Rivera,Dallas,110,Matcha Latte,tea,2,4.95,9.9
1135-1,1135,2024-01-13,50,James Patel,Austin,114,Cinnamon Roll,pastry,2,3.75,7.5
1135-2,1135,2024-01-13,50,James Patel,Austin,105,Mocha,coffee,1,4.75,4.75
1136-1,1136,2024-06-04,15,Emily Patel,Dallas,104,Cappuccino,coffee,1,4.25,4.25
1137-1,1137,2024-06-17,44,Liam Wilson,Austin,102,Americano,coffee,2,3.25,6.5
1138-1,1138,2024-01-11,42,Michael Davis,Austin,110,Matcha Latte,tea,1,4.95,4.95
1139-1,1139,2024-01-24,9,Olivia Garcia,Austin,107,Green Tea,tea,1,3.5,3.5
1140-1,1140,2024-05-18,9,Olivia Garcia,Austin,109,Chai Latte,tea,2,4.25,8.5
1141-1,1141,2024-03-06,11,Jackson Lopez,Houston,113,Bagel,pastry,1,2.75,2.75
1141-2,1141,2024-03-06,11,Jackson Lopez,Houston,114,Cinnamon Roll,pastry,1,3.75,3.75
1141-3,1141,2024-03-06,11,Jackson Lopez,Houston,102,Americano,coffee,1,3.25,3.25
1142-1,1142,2024-02-06,5,James Martinez,Dallas,111,Croissant,pastry,1,3.25,3.25
1143-1,1143,2024-05-22,26,Sophia Rivera,San Antonio,101,Espresso,coffee,1,3.0,3.0
1143-2,1143,2024-05-22,26,Sophia Rivera,San Antonio,102,Americano,coffee,1,3.25,3.25
1144-1,1144,2024-06-22,44,Liam Wilson,Austin,111,Croissant,pastry,2,3.25,6.5
1145-1,1145,2024-06-22,7,Evelyn Nguyen,Dallas,115,Chocolate Chip Cookie,pastry,2,2.5,5.0
1146-1,1146,2024-06-08,21,Daniel Wilson,San Antonio,114,Cinnamon Roll,pastry,1,3.75,3.75
1147-1,1147,2024-03-18,45,Noah Rivera,Dallas,101,Espresso,coffee,2,3.0,6.0
1148-1,1148,2024-05-11,20,Emily Patel,Dallas,109,Chai Latte,tea,1,4.25,4.25
1149-1,1149,2024-04-04,30,Olivia Rivera,Austin,109,Chai Latte,tea,1,4.25,4.25
1149-2,1149,2024-04-04,30,Olivia Rivera,Austin,112,Blueberry Muffin,pastry,1,3.0,3.0
1150-1,1150,2024-06-16,27,Olivia Nguyen,Dallas,107,Green Tea,tea,2,3.5,7.0
1151-1,1151,2024-01-09,18,Amelia Lopez,Houston,108,Earl Grey,tea,3,3.5,10.5
1152-1,1152,2024-01-26,24,Sofia Chen,San Antonio,115,Chocolate Chip Cookie,pastry,3,2.5,7.5
1153-1,1153,2024-01-16,23,Ethan Davis,Dallas,102,Americano,coffee,2,3.25,6.5
1154-1,1154,2024-01-24,30,Olivia Rivera,Austin,110,Matcha Latte,tea,3,4.95,14.85
1154-2,1154,2024-01-24,30,Olivia Rivera,Austin,101,Espresso,coffee,1,3.0,3.0
1155-1,1155,2024-02-02,16,Elizabeth Kim,Dallas,114,Cinnamon Roll,pastry,1,3.75,3.75
1156-1,1156,2024-06-01,14,Sofia Lopez,Dallas,106,Cold Brew,coffee,1,4.75,4.75
1156-2,1156,2024-06-01,14,Sofia Lopez,Dallas,113,Bagel,pastry,2,2.75,5.5
1157-1,1157,2024-03-11,1,Abigail Johnson,Houston,103,Latte,coffee,1,4.5,4.5
1158-1,1158,2024-01-29,12,Logan Chen,Austin,101,Espresso,coffee,1,3.0,3.0
1159-1,1159,2024-05-30,16,Elizabeth Kim,Dallas,101,Espresso,coffee,1,3.0,3.0
1160-1,1160,2024-05-18,27,Olivia Nguyen,Dallas,108,Earl Grey,tea,1,3.5,3.5
1161-1,1161,2024-06-01,33,Charlotte Smith,San Antonio,110,Matcha Latte,tea,1,4.95,4.95
1162-1,1162,2024-05-13,43,Emma Lopez,Dallas,101,Espresso,coffee,1,3.0,3.0
1162-2,1162,2024-05-13,43,Emma Lopez,Dallas,108,Earl Grey,tea,2,3.5,7.0
1163-1,1163,2024-06-29,28,Jacob Nguyen,San Antonio,108,Earl Grey,tea,1,3.5,3.5
1163-2,1163,2024-06-29,28,Jacob Nguyen,San Antonio,102,Americano,coffee,1,3.25,3.25
1164-1,1164,2024-01-20,10,Noah Smith,Houston,110,Matcha Latte,tea,1,4.95,4.95
1164-2,1164,2024-01-20,10,Noah Smith,Houston,106,Cold Brew,coffee,1,4.75,4.75
1165-1,1165,2024-05-18,39,Harper Johnson,Houston,107,Green Tea,tea,1,3.5,3.5
1166-1,1166,2024-01-30,45,Noah Rivera,Dallas,113,Bagel,pastry,1,2.75,2.75
1166-2,1166,2024-01-30,45,Noah Rivera,Dallas,114,Cinnamon Roll,pastry,1,3.75,3.75
1167-1,1167,2024-02-28,29,Ella Smith,Dallas,107,Green Tea,tea,1,3.5,3.5
1167-2,1167,2024-02-28,29,Ella Smith,Dallas,102,Americano,coffee,1,3.25,3.25
1168-1,1168,2024-06-22,21,Daniel Wilson,San Antonio,111,Croissant,pastry,2,3.25,6.5
1168-2,1168,2024-06-22,21,Daniel Wilson,San Antonio,102,Americano,coffee,1,3.25,3.25
1168-3,1168,2024-06-22,21,Daniel Wilson,San Antonio,102,Americano,coffee,1,3.25,3.25
1169-1,1169,2024-04-05,7,Evelyn Nguyen,Dallas,110,Matcha Latte,tea,3,4.95,14.85
1170-1,1170,2024-03-25,36,Elizabeth Davis,Houston,114,Cinnamon Roll,pastry,1,3.75,3.75
1171-1,1171,2024-04-18,49,Amelia Williams,Dallas,105,Mocha,coffee,1,4.75,4.75
1171-2,1171,2024-04-18,49,Amelia Williams,Dallas,106,Cold Brew,coffee,1,4.75,4.75
1172-1,1172,2024-02-24,33,Charlotte Smith,San Antonio,114,Cinnamon Roll,pastry,1,3.75,3.75
1173-1,1173,2024-04-06,36,Elizabeth Davis,Houston,104,Cappuccino,coffee,2,4.25,8.5
1174-1,1174,2024-06-08,36,Elizabeth Davis,Houston,101,Espresso,coffee,1,3.0,3.0
1174-2,1174,2024-06-08,36,Elizabeth Davis,Houston,111,Croissant,pastry,2,3.25,6.5
1175-1,1175,2024-01-13,18,Amelia Lopez,Houston,105,Mocha,coffee,2,4.75,9.5
1175-2,1175,2024-01-13,18,Amelia Lopez,Houston,106,Cold Brew,coffee,1,4.75,4.75
1176-1,1176,2024-05-24,10,Noah Smith,Houston,112,Blueberry Muffin,pastry,1,3.0,3.0
1177-1,1177,2024-01-24,2,James Wilson,Austin,107,Green Tea,tea,1,3.5,3.5
1178-1,1178,2024-04-04,11,Jackson Lopez,Houston,110,Matcha Latte,tea,1,4.95,4.95
1179-1,1179,2024-02-10,4,Liam Martinez,Dallas,111,Croissant,pastry,1,3.25,3.25
1179-2,1179,2024-02-10,4,Liam Martinez,Dallas,108,Earl Grey,tea,1,3.5,3.5
1180-1,1180,2024-06-04,32,Logan Jones,Austin,113,Bagel,pastry,1,2.75,2.75
